timestamp,contact_1,contact_2,contact_3,contact_4
1741261518.3161793,36,36,36,34
1741261518.318184,36,36,36,34
1741261518.3201754,36,36,36,34
1741261518.3221908,36,36,36,34
1741261518.3241832,36,36,36,34
1741261518.3263474,36,36,36,34
1741261518.3281705,36,36,36,34
1741261518.3301792,36,36,36,34
1741261518.3321636,36,36,36,34
1741261518.334171,36,36,36,34
1741261518.3361719,36,36,36,34
1741261518.3381834,36,36,36,34
1741261518.3401713,36,36,36,34
1741261518.3421733,36,36,36,34
1741261518.3441541,36,36,36,34
1741261518.3461711,36,36,36,34
1741261518.3481684,36,36,36,34
1741261518.3501673,36,36,36,34
1741261518.3521633,36,36,36,34
1741261518.3541763,36,36,36,34
1741261518.3562584,36,36,36,34
1741261518.3582542,36,36,36,34
1741261518.3602805,36,36,36,34
1741261518.362478,36,36,36,34
1741261518.364255,36,36,36,34
1741261518.3662207,36,36,36,34
1741261518.3682368,36,36,36,34
1741261518.3702297,36,36,36,34
1741261518.372222,36,36,36,34
1741261518.3742487,36,36,36,34
1741261518.3762255,36,36,36,34
1741261518.3785822,36,36,36,34
1741261518.3802383,36,36,36,34
1741261518.3822062,36,36,36,34
1741261518.3842027,36,36,36,34
1741261518.3871233,36,36,36,34
1741261518.3882267,36,36,36,34
1741261518.3911383,36,36,36,34
1741261518.392241,36,36,36,34
1741261518.394228,36,36,36,34
1741261518.396225,36,36,36,34
1741261518.3981588,36,36,34,34
1741261518.400166,36,36,34,34
1741261518.4021547,36,36,34,34
1741261518.4041603,36,23,24,38
1741261518.4061465,40,23,24,38
1741261518.4081726,40,23,24,38
1741261518.4101677,44,18,19,41
1741261518.4121757,44,18,19,42
1741261518.4141622,44,18,19,42
1741261518.4162073,46,17,18,42
1741261518.418178,46,17,18,42
1741261518.4201946,46,17,18,42
1741261518.422174,48,17,18,45
1741261518.4241788,48,17,18,45
1741261518.4261966,48,17,18,45
1741261518.4281812,51,17,18,49
1741261518.4301898,51,17,18,49
1741261518.4321754,51,17,18,49
1741261518.4341931,54,17,18,52
1741261518.4370303,54,17,18,52
1741261518.4381936,54,17,18,52
1741261518.440174,56,17,17,54
1741261518.4421983,56,17,17,54
1741261518.4441776,56,17,17,54
1741261518.4461637,58,17,17,56
1741261518.4481676,58,17,17,56
1741261518.450156,58,17,17,57
1741261518.4521742,60,17,17,57
1741261518.4541576,60,17,17,57
1741261518.4561698,60,17,17,57
1741261518.4581857,60,17,17,57
1741261518.4602091,60,17,17,57
1741261518.4621897,60,17,17,57
1741261518.464207,59,17,17,56
1741261518.4662035,59,17,17,56
1741261518.4681692,59,17,17,56
1741261518.4701765,57,17,17,55
1741261518.4721837,57,17,17,55
1741261518.474169,57,17,17,55
1741261518.4761872,55,17,17,54
1741261518.4781735,55,17,17,54
1741261518.480171,55,17,17,54
1741261518.4821799,54,17,17,53
1741261518.4842668,54,17,17,53
1741261518.486182,54,17,17,53
1741261518.4881787,54,17,17,52
1741261518.4902475,53,17,17,52
1741261518.4936252,52,17,17,50
1741261518.494174,52,17,17,50
1741261518.4961655,52,17,17,50
1741261518.49819,52,17,17,52
1741261518.5001874,50,17,18,52
1741261518.5040793,50,17,18,52
1741261518.5056038,49,17,17,52
1741261518.5062244,49,17,17,52
1741261518.5082781,49,17,17,52
1741261518.5101929,49,17,17,52
1741261518.5121908,48,17,17,52
1741261518.5142083,48,17,17,52
1741261518.5162935,48,17,17,52
1741261518.5181668,48,17,17,52
1741261518.5201652,48,17,17,52
1741261518.5222173,48,17,17,50
1741261518.5241733,48,17,18,50
1741261518.5261998,48,17,18,50
1741261518.528181,48,17,18,51
1741261518.5301583,48,17,17,51
1741261518.5321696,48,17,17,51
1741261518.5341487,48,17,17,51
1741261518.5361557,48,17,17,52
1741261518.5381632,48,17,17,52
1741261518.5401423,48,17,17,52
1741261518.5421705,48,17,17,52
1741261518.544182,48,17,17,52
1741261518.546163,48,17,17,53
1741261518.5481703,48,17,17,53
1741261518.5501616,48,17,17,53
1741261518.5521991,48,17,17,53
1741261518.554211,49,17,18,53
1741261518.5563009,49,17,18,53
1741261518.5581737,49,17,18,54
1741261518.5601716,50,17,17,54
1741261518.5635738,50,17,17,54
1741261518.5645835,50,17,17,54
1741261518.5662718,50,17,17,54
1741261518.5682173,50,17,17,54
1741261518.5701694,50,17,17,54
1741261518.572161,50,17,17,54
1741261518.5748758,50,17,17,54
1741261518.5764236,50,17,17,54
1741261518.5781777,52,17,18,54
1741261518.5801685,52,17,18,54
1741261518.5829065,52,17,18,54
1741261518.584182,52,17,18,54
1741261518.5861676,52,17,18,54
1741261518.5881748,52,17,18,54
1741261518.590173,52,17,17,53
1741261518.5940337,53,17,17,53
1741261518.5945039,53,17,17,53
1741261518.5961733,53,17,17,53
1741261518.5981715,53,17,17,53
1741261518.6001792,53,17,17,53
1741261518.602156,52,17,17,53
1741261518.6041467,52,17,17,53
1741261518.6061778,52,17,17,52
1741261518.6082366,52,17,17,52
1741261518.6101787,52,17,17,52
1741261518.6121686,52,17,17,52
1741261518.6141868,50,17,18,52
1741261518.616173,50,17,18,52
1741261518.6181862,50,17,18,52
1741261518.6201553,48,17,17,54
1741261518.6222157,48,17,17,54
1741261518.6241806,48,17,17,54
1741261518.6261666,48,17,45,54
1741261518.6281624,48,17,45,54
1741261518.630175,48,17,45,57
1741261518.632168,46,24,70,57
1741261518.6341631,46,24,70,57
1741261518.6361806,46,24,70,53
1741261518.6381667,41,42,69,53
1741261518.6401746,41,42,69,53
1741261518.642174,41,42,69,36
1741261518.6449254,26,60,53,36
1741261518.6461637,26,60,53,36
1741261518.6481712,26,65,53,36
1741261518.6501782,18,65,44,17
1741261518.653814,18,52,47,17
1741261518.654283,18,52,47,17
1741261518.65622,18,52,47,17
1741261518.658319,18,52,47,17
1741261518.6601932,18,52,47,16
1741261518.6621642,17,41,53,16
1741261518.6641555,17,41,53,16
1741261518.666186,17,41,53,16
1741261518.668174,17,32,56,16
1741261518.6702635,17,32,56,16
1741261518.6722085,17,32,56,16
1741261518.6742296,17,28,54,16
1741261518.6762226,17,28,54,16
1741261518.6782315,17,28,54,16
1741261518.6802044,17,28,54,16
1741261518.6821887,17,28,54,16
1741261518.6844122,17,28,53,16
1741261518.6861537,17,30,53,16
1741261518.688163,17,30,53,16
1741261518.6904273,17,30,53,16
1741261518.692207,17,34,54,16
1741261518.694163,17,34,54,16
1741261518.6961806,17,34,54,16
1741261518.698177,17,37,56,16
1741261518.7001755,17,37,56,16
1741261518.7021706,17,39,56,16
1741261518.7041776,17,39,56,16
1741261518.7061865,17,39,56,16
1741261518.7081914,17,41,56,16
1741261518.7102292,17,41,57,16
1741261518.7124212,17,41,57,16
1741261518.7141821,17,41,57,16
1741261518.7166574,17,44,58,16
1741261518.7196903,17,44,58,16
1741261518.720182,17,44,58,16
1741261518.7222235,17,46,58,16
1741261518.7241788,17,46,58,16
1741261518.7262983,17,46,58,16
1741261518.72817,17,46,59,16
1741261518.7301736,17,46,59,16
1741261518.7321744,17,46,59,16
1741261518.7341912,17,46,60,16
1741261518.7362301,17,46,60,16
1741261518.7382262,17,46,60,16
1741261518.7401729,17,46,60,16
1741261518.7421777,17,46,60,16
1741261518.7441976,17,46,60,16
1741261518.7461698,17,45,59,16
1741261518.7481697,17,45,59,16
1741261518.750164,17,45,59,16
1741261518.7523582,17,45,58,16
1741261518.754181,17,45,58,16
1741261518.7561755,17,45,58,16
1741261518.7581713,17,45,57,16
1741261518.760169,17,45,57,16
1741261518.7621646,17,46,57,16
1741261518.7641912,17,46,56,16
1741261518.7661695,17,46,56,16
1741261518.768178,17,46,56,16
1741261518.7701738,17,46,55,16
1741261518.77216,17,46,55,16
1741261518.7741888,17,46,54,16
1741261518.7762864,17,46,54,16
1741261518.778168,17,46,54,16
1741261518.7801988,17,45,54,16
1741261518.7821758,17,45,54,16
1741261518.7860377,17,45,54,16
1741261518.7865112,17,45,54,16
1741261518.7887886,17,44,54,16
1741261518.7901676,17,44,54,16
1741261518.7921665,17,44,54,16
1741261518.794165,17,44,54,16
1741261518.7961822,17,44,54,16
1741261518.798156,17,44,54,16
1741261518.8001766,17,44,54,16
1741261518.8028533,17,43,54,16
1741261518.80417,17,43,54,16
1741261518.8062453,17,43,54,16
1741261518.8081641,17,43,54,16
1741261518.8101506,17,42,54,16
1741261518.8121564,17,42,54,16
1741261518.814162,17,42,54,16
1741261518.8161702,17,42,54,16
1741261518.8182497,17,43,54,16
1741261518.8201854,17,43,54,16
1741261518.8222709,17,45,54,16
1741261518.8241994,17,45,54,16
1741261518.8261845,17,45,54,16
1741261518.828182,17,44,54,17
1741261518.8301704,17,44,54,17
1741261518.8329816,17,44,53,16
1741261518.834185,18,44,53,16
1741261518.8361762,18,44,53,16
1741261518.8381634,18,44,53,16
1741261518.8401625,18,44,53,16
1741261518.8421683,17,45,52,16
1741261518.844181,17,45,52,16
1741261518.8461692,17,44,52,16
1741261518.848167,17,44,50,16
1741261518.8501725,17,44,50,16
1741261518.8521643,17,42,50,17
1741261518.8541915,17,42,56,17
1741261518.8580618,17,42,56,17
1741261518.8585327,17,42,56,17
1741261518.8601587,31,41,58,17
1741261518.8621678,31,41,58,20
1741261518.864208,31,41,58,20
1741261518.8661616,66,41,58,20
1741261518.868237,66,41,58,20
1741261518.8701499,69,40,58,41
1741261518.8721616,69,40,58,41
1741261518.8741605,69,40,58,41
1741261518.876176,61,40,58,66
1741261518.8782406,61,35,58,66
1741261518.8801713,61,35,50,66
1741261518.8821676,61,35,50,72
1741261518.884176,55,22,27,72
1741261518.886176,55,22,27,57
1741261518.888178,55,22,27,57
1741261518.8901649,55,17,17,57
1741261518.8922548,55,17,17,57
1741261518.8941853,55,16,17,54
1741261518.8961558,53,16,16,54
1741261518.898152,53,16,16,54
1741261518.9001591,49,16,16,58
1741261518.902153,49,16,16,58
1741261518.9041634,49,16,16,58
1741261518.9061987,49,16,16,56
1741261518.908215,46,16,16,56
1741261518.910201,46,16,16,56
1741261518.9122803,43,16,16,54
1741261518.9142098,43,16,16,54
1741261518.9161625,43,16,16,54
1741261518.9181592,43,16,16,54
1741261518.9201498,42,16,16,54
1741261518.922143,42,16,16,54
1741261518.925269,42,16,16,53
1741261518.9262474,42,16,16,53
1741261518.92817,42,16,16,53
1741261518.9301615,42,16,16,53
1741261518.932165,42,16,16,53
1741261518.9341545,42,16,16,53
1741261518.9362068,42,16,16,53
1741261518.938186,42,16,16,53
1741261518.9401531,42,16,16,53
1741261518.9421902,42,16,16,54
1741261518.9441388,44,16,16,54
1741261518.9461462,44,16,16,54
1741261518.9482145,45,16,16,54
1741261518.950164,45,16,16,54
1741261518.9521556,45,16,16,54
1741261518.9541593,45,16,16,54
1741261518.9561899,46,16,16,53
1741261518.9581747,46,16,16,53
1741261518.9601681,46,16,16,53
1741261518.96215,48,16,16,53
1741261518.9641597,48,16,16,53
1741261518.9661524,48,16,16,53
1741261518.968192,49,16,16,53
1741261518.970175,49,16,16,53
1741261518.9721837,49,16,16,53
1741261518.9741735,52,16,16,53
1741261518.9761982,52,16,16,52
1741261518.9782465,52,16,16,52
1741261518.980183,52,16,17,52
1741261518.982167,52,16,17,52
1741261518.9841545,52,16,17,52
1741261518.9861822,52,16,17,49
1741261518.9881718,52,16,17,49
1741261518.990177,52,16,17,49
1741261518.9921808,52,16,17,49
1741261518.9958806,52,16,17,48
1741261518.9963293,52,16,17,48
1741261518.998153,50,16,17,48
1741261519.000171,50,16,17,48
1741261519.002432,50,16,17,48
1741261519.0042107,50,16,17,48
1741261519.007818,50,16,17,48
1741261519.00829,50,16,17,48
1741261519.0101602,50,16,17,48
1741261519.0121372,50,16,17,48
1741261519.0141404,50,16,17,48
1741261519.0161612,50,16,17,46
1741261519.018147,50,16,17,46
1741261519.0202343,50,16,17,46
1741261519.0222034,50,17,17,46
1741261519.0241935,50,17,17,46
1741261519.0263677,50,17,17,46
1741261519.0281637,51,16,17,46
1741261519.03014,51,16,17,46
1741261519.0321372,51,16,17,46
1741261519.0341332,54,16,17,46
1741261519.0361536,54,16,17,47
1741261519.038187,54,16,17,47
1741261519.040167,55,16,17,47
1741261519.042166,55,16,17,47
1741261519.0452354,56,16,17,46
1741261519.0463202,56,16,17,46
1741261519.048186,56,16,17,46
1741261519.0501816,56,16,17,46
1741261519.0521781,56,16,17,46
1741261519.054182,56,16,17,46
1741261519.0561786,56,16,17,46
1741261519.0581558,56,16,17,46
1741261519.0601528,56,16,17,46
1741261519.0621486,56,16,17,46
1741261519.0652924,57,16,17,46
1741261519.066216,57,16,17,46
