timestamp,orientation_x,orientation_y,orientation_z,orientation_w,angular_vel_x,angular_vel_y,angular_vel_z,linear_acc_x,linear_acc_y,linear_acc_z
1741261517.513183,-0.13072869,-0.0060003605,-0.0017928566,0.99139845,-0.0149137005,-0.021305285,0.008522115,0.10295067,-0.06344634,9.44752
1741261517.5153136,-0.13072915,-0.005992325,-0.0017938282,0.99139845,-0.019174758,-0.031957928,-0.0021305287,0.10295067,-0.06344634,9.44752
1741261517.517425,-0.1307355,-0.0059926626,-0.0018010268,0.9913976,-0.0149137005,-0.01704423,0.0042610574,0.04309563,-0.005985504,9.604341
1741261517.5191216,-0.13074099,-0.005995966,-0.0018079426,0.99139684,-0.029827401,-0.0042610574,0.0053263213,0.029927522,-0.14604631,9.545682
1741261517.5212858,-0.13074502,-0.006002047,-0.0018086638,0.99139625,-0.0149137005,-0.0042610574,0.0053263213,0.029927522,-0.14604631,9.545682
1741261517.5236032,-0.13075194,-0.0060064415,-0.0018224131,0.99139535,-0.021305285,-0.008522115,0.003195793,0.029927522,-0.14604631,9.545682
1741261517.5253983,-0.13075446,-0.006008357,-0.0018223121,0.991395,-0.013848436,-0.012783172,0.0021305287,0.04309563,-0.089782566,9.473856
1741261517.5271518,-0.13075687,-0.0060074707,-0.0018209713,0.9913947,-0.010652643,-0.015978964,0.0021305287,0.04309563,-0.089782566,9.473856
1741261517.5293124,-0.13076396,-0.0060029896,-0.001816165,0.9913938,-0.011717907,-0.040480044,-0.0042610574,0.08619126,-0.053869538,9.582792
1741261517.5311456,-0.1307634,-0.005994574,-0.0018119783,0.9913939,-0.008522115,-0.03408846,-0.0042610574,0.08619126,-0.053869538,9.582792
1741261517.532989,-0.13076422,-0.005993379,-0.0018147354,0.99139374,-0.0149137005,-0.023435814,0.0021305287,0.08619126,-0.053869538,9.582792
1741261517.5351126,-0.13076396,-0.00599389,-0.0018160864,0.9913938,-0.0149137005,-0.013848436,-0.0010652643,0.047884032,-0.12090719,9.516952
1741261517.5371575,-0.13076425,-0.0059896447,-0.0018213002,0.9913938,-0.02237055,-0.020240022,-0.008522115,0.047884032,-0.12090719,9.516952
1741261517.539018,-0.1307597,-0.0059948405,-0.0018241295,0.9913944,-0.015978964,-0.0010652643,-0.0074568503,0.047884032,-0.12090719,9.516952
1741261517.5411,-0.1307557,-0.0059990874,-0.0018280023,0.9913949,-0.02237055,-0.011717907,-0.008522115,-0.027533319,-0.110133275,9.489418
1741261517.5431366,-0.13074699,-0.005987088,-0.0018301476,0.99139607,-0.011717907,-0.02450108,-0.011717907,-0.027533319,-0.110133275,9.489418
