timestamp,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12
1741261517.4059725,1.9048477411270142,0.3463359475135803,5.025994300842285,-1.9295859336853027,0.5195039510726929,6.02170991897583,2.424351692199707,1.0884844064712524,5.64238977432251,-2.0780158042907715,0.2721211016178131,6.02170991897583
1741261517.4074578,1.9048477411270142,0.37107422947883606,5.025994300842285,-1.9048477411270142,0.5195039510726929,6.02170991897583,2.424351692199707,1.0637460947036743,5.64238977432251,-2.0780158042907715,0.2721211016178131,6.02170991897583
1741261517.40946,1.9048477411270142,0.3463359475135803,5.120824337005615,-1.9048477411270142,0.5442422032356262,5.879465103149414,2.424351692199707,1.0390079021453857,5.64238977432251,-2.0780158042907715,0.2721211016178131,6.069125175476074
1741261517.411342,1.9048477411270142,0.37107422947883606,5.120824337005615,-1.9048477411270142,0.5195039510726929,6.02170991897583,2.424351692199707,1.0637460947036743,5.784635066986084,-2.1027538776397705,0.37107422947883606,6.02170991897583
1741261517.4133484,1.8306329250335693,0.42055079340934753,5.120824337005615,-1.9295859336853027,0.5442422032356262,6.02170991897583,2.449090003967285,1.0884844064712524,5.689805030822754,-2.0285391807556152,0.2721211016178131,5.974295139312744
1741261517.415189,1.9048477411270142,0.37107422947883606,5.025994300842285,-1.880109429359436,0.5442422032356262,5.974295139312744,2.449090003967285,1.0390079021453857,5.689805030822754,-2.1027538776397705,0.3215976655483246,6.069125175476074
1741261517.417034,1.9048477411270142,0.37107422947883606,5.025994300842285,-1.880109429359436,0.5442422032356262,6.069125175476074,2.424351692199707,1.0884844064712524,5.784635066986084,-2.0780158042907715,0.37107422947883606,6.069125175476074
1741261517.419426,1.9048477411270142,0.42055079340934753,5.025994300842285,-1.8306329250335693,0.5689804553985596,5.974295139312744,2.424351692199707,1.0637460947036743,5.784635066986084,-2.1522305011749268,0.3215976655483246,6.116540431976318
1741261517.4211996,1.9295859336853027,0.37107422947883606,5.120824337005615,-1.9048477411270142,0.5689804553985596,6.02170991897583,2.449090003967285,1.0390079021453857,5.64238977432251,-2.1274921894073486,0.37107422947883606,6.069125175476074
1741261517.4230573,1.9048477411270142,0.37107422947883606,5.025994300842285,-1.880109429359436,0.5689804553985596,5.974295139312744,2.424351692199707,1.0637460947036743,5.689805030822754,-2.1274921894073486,0.2721211016178131,6.069125175476074
1741261517.4251935,1.9295859336853027,0.37107422947883606,5.120824337005615,-1.880109429359436,0.5442422032356262,6.116540431976318,2.399613380432129,1.0637460947036743,5.689805030822754,-2.1274921894073486,0.37107422947883606,6.069125175476074
1741261517.42712,1.9295859336853027,0.42055079340934753,5.120824337005615,-1.8306329250335693,0.5442422032356262,6.02170991897583,2.399613380432129,1.0637460947036743,5.689805030822754,-2.1274921894073486,0.37107422947883606,6.116540431976318
1741261517.4289923,1.9295859336853027,0.37107422947883606,5.025994300842285,-1.8306329250335693,0.5442422032356262,6.02170991897583,2.424351692199707,1.0637460947036743,5.784635066986084,-2.0780158042907715,0.3215976655483246,6.116540431976318
1741261517.4310532,1.9048477411270142,0.37107422947883606,5.073409557342529,-1.880109429359436,0.5442422032356262,6.02170991897583,2.399613380432129,1.0637460947036743,5.784635066986084,-2.0780158042907715,0.2721211016178131,6.069125175476074
1741261517.4330783,1.9048477411270142,0.37107422947883606,5.025994300842285,-1.880109429359436,0.5442422032356262,6.02170991897583,2.449090003967285,1.0637460947036743,5.689805030822754,-2.0780158042907715,0.3463359475135803,6.069125175476074
1741261517.435363,1.9048477411270142,0.44528907537460327,5.120824337005615,-1.880109429359436,0.5442422032356262,6.02170991897583,2.449090003967285,1.0637460947036743,5.689805030822754,-2.1274921894073486,0.3463359475135803,6.069125175476074
1741261517.4371703,1.9048477411270142,0.44528907537460327,5.073409557342529,-1.880109429359436,0.5442422032356262,5.974295139312744,2.449090003967285,1.0637460947036743,5.689805030822754,-2.1027538776397705,0.3215976655483246,6.116540431976318
1741261517.4391015,1.9048477411270142,0.42055079340934753,5.120824337005615,-1.8306329250335693,0.5442422032356262,5.974295139312744,2.424351692199707,1.0884844064712524,5.784635066986084,-2.1027538776397705,0.3215976655483246,6.116540431976318
1741261517.441373,1.9048477411270142,0.42055079340934753,5.025994300842285,-1.880109429359436,0.5442422032356262,5.974295139312744,2.424351692199707,1.0637460947036743,5.689805030822754,-2.1027538776397705,0.3215976655483246,6.116540431976318
1741261517.4431453,1.9048477411270142,0.37107422947883606,5.120824337005615,-1.8058946132659912,0.5442422032356262,6.116540431976318,2.424351692199707,1.0637460947036743,5.64238977432251,-2.1274921894073486,0.3215976655483246,6.211370468139648
1741261517.4452717,1.9048477411270142,0.42055079340934753,5.025994300842285,-1.880109429359436,0.5442422032356262,5.974295139312744,2.449090003967285,1.0390079021453857,5.689805030822754,-2.1027538776397705,0.3215976655483246,6.069125175476074
1741261517.4468696,1.9048477411270142,0.37107422947883606,5.120824337005615,-1.9048477411270142,0.5442422032356262,5.974295139312744,2.4985663890838623,1.0637460947036743,5.83204984664917,-2.0780158042907715,0.3463359475135803,6.116540431976318
1741261517.4489634,1.880109429359436,0.37107422947883606,5.120824337005615,-1.880109429359436,0.5689804553985596,6.02170991897583,2.4985663890838623,1.0637460947036743,5.784635066986084,-2.0780158042907715,0.2721211016178131,6.116540431976318
1741261517.4509265,1.9048477411270142,0.42055079340934753,5.120824337005615,-1.9295859336853027,0.5689804553985596,5.974295139312744,2.424351692199707,1.0637460947036743,5.83204984664917,-2.1274921894073486,0.3215976655483246,6.069125175476074
